zip_code,year,median_household_income
19138,2018,39851
19139,2018,28505
19116,2018,55123
19115,2018,52635
19120,2018,37891
19137,2018,54006
19136,2018,48576
19106,2018,109393
19141,2018,31018
19145,2018,42009
19146,2018,63524
19112,2018,-666666666
19124,2018,33427
19103,2018,73611
19104,2018,25865
19114,2018,56781
19119,2018,61297
19125,2018,65218
19127,2018,73750
19153,2018,42418
19154,2018,65082
19454,2018,91801
85715,2019,67957
85707,2019,-666666666
85724,2019,-666666666
85755,2019,91037
85756,2019,52247
85757,2019,57419
85711,2019,41426
85713,2019,36560
85730,2019,53236
85737,2019,86619
85741,2019,60972
85748,2019,80140
85716,2019,41025
85701,2019,43527
85706,2019,37032
85746,2019,51272
85750,2019,83689
85714,2019,29652
85735,2019,48069
85641,2019,91317
85710,2019,44277
85704,2019,56649
85705,2019,29696
85718,2019,89415
85719,2019,34230
85742,2019,78904
85743,2019,76099
85745,2019,54909
85747,2019,90080
85749,2019,92224
85712,2019,37444
85739,2019,68662
33607,2019,44806
33609,2019,71225
33617,2019,39700
33647,2019,88649
33705,2019,50637
33556,2019,103983
33604,2019,43094
33618,2019,70605
33637,2019,52004
33763,2019,44790
33619,2019,44085
33545,2019,81687
33559,2019,68895
33634,2019,57423
33629,2019,128248
33606,2019,80878
33616,2019,63074
33602,2019,72824
33624,2019,69910
33511,2019,59862
33603,2019,48197
33613,2019,34932
33621,2019,72428
33626,2019,107269
33605,2019,25855
33610,2019,36742
33611,2019,67421
33625,2019,68634
33635,2019,63899
34677,2019,63385
33612,2019,32200
33614,2019,41954
33615,2019,51672
33620,2019,-666666666
46143,2019,73894
46202,2019,43462
46205,2019,47623
46217,2019,63601
46259,2019,112833
46037,2019,120764
46033,2019,135087
46240,2019,61922
46077,2019,138686
46128,2019,62931
46208,2019,35148
46219,2019,40497
46239,2019,79381
46241,2019,38795
46201,2019,30917
46225,2019,33452
46234,2019,77528
46250,2019,58898
46229,2019,52376
46235,2019,38572
46032,2019,101526
46204,2019,58636
46214,2019,48172
46216,2019,50014
46237,2019,67560
46256,2019,70159
46142,2019,76489
46203,2019,39133
46222,2019,35986
46224,2019,37994
46226,2019,36285
46228,2019,69523
46231,2019,64720
46254,2019,44836
46260,2019,49285
46278,2019,118986
46112,2019,86372
46113,2019,75568
46218,2019,24517
46220,2019,73288
46236,2019,87483
46221,2019,50911
46227,2019,42816
46268,2019,52340
46290,2019,-666666666
46280,2019,69868
37072,2019,63784
37138,2019,72861
37207,2019,42973
37208,2019,39964
37206,2019,59203
37210,2019,36283
37215,2019,127203
37220,2019,119803
37221,2019,83331
37209,2019,54461
37217,2019,49103
37219,2019,87344
37027,2019,139932
37189,2019,75690
37228,2019,31451
37211,2019,56748
37212,2019,63586
37216,2019,61641
37218,2019,46974
37204,2019,87292
37243,2019,-666666666
37246,2019,-666666666
37135,2019,126175
37201,2019,76014
37213,2019,-666666666
37067,2019,109187
37013,2019,59015
37076,2019,65870
37203,2019,57330
37205,2019,106241
37214,2019,61558
37026,2019,59625
37115,2019,46123
19140,2019,22790
19137,2019,53255
19136,2019,51101
19106,2019,107388
19141,2019,32388
19145,2019,46540
19147,2019,81519
19118,2019,89422
19121,2019,21201
19128,2019,74564
19131,2019,37345
19135,2019,45589
19102,2019,96953
19113,2019,-666666666
19122,2019,37198
19129,2019,79034
19133,2019,20353
19144,2019,34075
19130,2019,84308
19152,2019,52321
19138,2019,41105
19139,2019,30633
19146,2019,69305
19112,2019,-666666666
19124,2019,33611
19103,2019,76103
19104,2019,26979
19114,2019,60970
19119,2019,64237
19125,2019,72990
19127,2019,75647
19107,2019,57735
19126,2019,44006
19132,2019,21600
19134,2019,31533
19150,2019,47968
19116,2019,57126
19115,2019,55621
19120,2019,37360
19087,2019,145769
19111,2019,51051
19123,2019,78444
19142,2019,33265
19143,2019,34579
19148,2019,52001
19149,2019,45253
19151,2019,49788
19454,2019,95128
19153,2019,48177
19154,2019,67392
19136,2020,54391
19106,2020,116368
19141,2020,36572
19145,2020,54353
19152,2020,55927
19138,2020,43556
19139,2020,30490
19146,2020,77091
19112,2020,-666666666
19124,2020,36884
19103,2020,79110
19104,2020,28603
19114,2020,65893
19119,2020,73671
19125,2020,79612
19127,2020,74936
19107,2020,60676
19126,2020,51858
19132,2020,23256
19134,2020,34374
19116,2020,58203
19115,2020,57323
19120,2020,38996
19087,2020,144022
19111,2020,51567
19123,2020,77111
19142,2020,35049
19143,2020,37434
19148,2020,60226
19149,2020,47196
19151,2020,47174
19118,2020,85766
19121,2020,25162
19128,2020,76854
19131,2020,39672
19135,2020,44329
19102,2020,110096
19113,2020,53125
19122,2020,44758
19129,2020,72328
19133,2020,24725
19144,2020,35047
19150,2020,51163
19130,2020,88858
19140,2020,23138
19147,2020,86147
19137,2020,53750
33602,2020,71894
33624,2020,71668
32246,2020,61730
37013,2020,60602
33634,2020,60237
19153,2020,54485
19154,2020,72161
20781,2020,86653
33619,2020,47677
33545,2020,83757
33559,2020,71724
33629,2020,126363
33606,2020,95799
33616,2020,64274
32709,2020,57150
19454,2020,94410
33603,2020,50607
33613,2020,35755
33621,2020,85000
33626,2020,113550
33612,2020,35746
33614,2020,43951
33615,2020,53516
33620,2020,-666666666
33607,2020,46587
33609,2020,85174
33617,2020,39830
33647,2020,89270
33705,2020,56914
33605,2020,23632
33610,2020,38733
33611,2020,66495
33625,2020,62539
33511,2020,61149
33635,2020,71768
28801,2020,37475
34677,2020,69861
33556,2020,112459
33604,2020,44192
33618,2020,68245
33637,2020,50518
33763,2020,46289
37067,2020,107464
37076,2020,64392
37203,2020,58032
37205,2020,107876
37214,2020,61206
37026,2020,51354
37135,2020,128281
37201,2020,92827
37213,2020,-666666666
46112,2020,91131
46113,2020,74935
37204,2020,89954
37243,2020,-666666666
37246,2020,-666666666
46032,2020,105720
46204,2020,73281
37221,2020,85933
37209,2020,61096
37217,2020,50423
37219,2020,85463
46033,2020,135423
46142,2020,77155
46203,2020,41321
37215,2020,122715
46077,2020,140092
46128,2020,79235
46143,2020,73959
46202,2020,50216
46205,2020,52068
46037,2020,115018
37220,2020,117917
37115,2020,46777
37206,2020,66065
37210,2020,36985
37072,2020,62655
37138,2020,73710
37207,2020,50583
37208,2020,47903
37211,2020,59075
37212,2020,71699
37216,2020,62214
37218,2020,46434
37027,2020,133254
37189,2020,74963
37228,2020,52344
46201,2020,31651
85701,2020,45862
85706,2020,39655
46229,2020,55407
46235,2020,41083
46260,2020,59522
46278,2020,131430
46218,2020,26615
46220,2020,77377
46214,2020,49789
46216,2020,51612
46237,2020,69839
46256,2020,71268
46240,2020,56744
46222,2020,38110
46224,2020,40965
46226,2020,36688
46228,2020,72928
46231,2020,58913
46254,2020,46693
85712,2020,37524
85711,2020,42497
85641,2020,101108
85710,2020,46055
85704,2020,62544
85705,2020,30885
85713,2020,39939
46236,2020,99712
46221,2020,49399
46227,2020,44873
46268,2020,52458
46217,2020,68063
46259,2020,111773
85707,2020,-666666666
46208,2020,40707
46219,2020,42749
46239,2020,76456
46241,2020,42342
46280,2020,69790
46290,2020,-666666666
46225,2020,35694
46234,2020,76461
46250,2020,57053
85715,2020,71949
85737,2020,91936
85741,2020,63092
85748,2020,80913
85742,2020,80808
85743,2020,74653
85745,2020,54996
85747,2020,95241
85749,2020,92238
85739,2020,68558
85746,2020,54413
85750,2020,84191
85714,2020,35260
85718,2020,93185
85719,2020,34013
85730,2020,53080
85716,2020,42147
85724,2020,-666666666
85755,2020,91817
85756,2020,53995
85757,2020,58961
85735,2020,50938
19087,2021,151113
19102,2021,115597
19103,2021,83988
19104,2021,30734
19106,2021,126287
19107,2021,62280
19111,2021,55569
19112,2021,-666666666
19113,2021,-666666666
19114,2021,70838
19115,2021,62044
19116,2021,59390
19118,2021,86475
19119,2021,72685
19120,2021,44195
19121,2021,29691
19122,2021,43981
19123,2021,83008
19124,2021,38293
19125,2021,89505
19126,2021,54936
19127,2021,81042
19128,2021,80803
19129,2021,81641
19130,2021,92097
19131,2021,42309
19132,2021,26041
19133,2021,27811
19134,2021,37821
19135,2021,46311
19136,2021,56752
19137,2021,52034
19138,2021,44455
19139,2021,32531
19140,2021,27006
19141,2021,34651
19142,2021,37621
19143,2021,38928
19144,2021,37322
19145,2021,59216
19146,2021,86372
19147,2021,93996
19148,2021,63497
19149,2021,50592
19150,2021,54121
19151,2021,49337
19152,2021,56835
19153,2021,57830
19154,2021,79833
19454,2021,101117
20781,2021,89846
28801,2021,44860
32246,2021,68500
32709,2021,74250
33511,2021,63863
33545,2021,90118
33556,2021,128333
33559,2021,76075
33602,2021,82755
33603,2021,54650
33604,2021,46617
33605,2021,28219
33606,2021,100386
33607,2021,50241
33609,2021,88794
33610,2021,40085
33611,2021,68602
33612,2021,38023
33613,2021,38085
33614,2021,46740
33615,2021,56352
33616,2021,74245
33617,2021,41961
33618,2021,69313
33619,2021,50967
33620,2021,-666666666
33621,2021,82188
33624,2021,73107
33625,2021,76694
33626,2021,114449
33629,2021,139158
33634,2021,62334
33635,2021,74867
33637,2021,52280
33647,2021,96843
33705,2021,62672
33763,2021,45589
34677,2021,76217
37013,2021,61801
37026,2021,45260
37027,2021,135284
37067,2021,107979
37072,2021,66475
37076,2021,66793
37115,2021,52448
37135,2021,131594
37138,2021,79182
37189,2021,80523
37201,2021,95353
37203,2021,59406
37204,2021,97727
37205,2021,120377
37206,2021,72446
37207,2021,52827
37208,2021,54296
37209,2021,63287
37210,2021,40945
37211,2021,61781
37212,2021,78720
37213,2021,-666666666
37214,2021,63135
37215,2021,133532
37216,2021,70728
37217,2021,52295
37218,2021,48619
37219,2021,91275
37220,2021,137976
37221,2021,90660
37228,2021,50579
37232,2021,-666666666
37238,2021,-666666666
46032,2021,108368
46033,2021,140945
46037,2021,122735
46077,2021,145774
46112,2021,97286
46113,2021,77774
46128,2021,82366
46142,2021,77455
46143,2021,79931
46201,2021,34790
46202,2021,54972
46203,2021,44356
46204,2021,77951
46205,2021,56563
46206,2021,-666666666
46208,2021,41076
46214,2021,50496
46216,2021,46905
46217,2021,75602
46218,2021,28758
46219,2021,46758
46220,2021,85942
46221,2021,55639
46222,2021,41502
46224,2021,45668
46225,2021,37111
46226,2021,37798
46227,2021,47541
46228,2021,75185
46229,2021,60435
46231,2021,62739
46234,2021,81685
46235,2021,48699
46236,2021,94547
46237,2021,71469
46239,2021,84894
46240,2021,57885
46241,2021,44543
46250,2021,62420
46254,2021,51702
46256,2021,75905
46259,2021,116150
46260,2021,62261
46268,2021,52689
46278,2021,135602
46280,2021,74583
46290,2021,-666666666
85641,2021,105841
85701,2021,44777
85704,2021,68976
85705,2021,32150
85706,2021,42081
85707,2021,-666666666
85710,2021,48583
85711,2021,45984
85712,2021,39800
85713,2021,43794
85714,2021,42267
85715,2021,75681
85716,2021,43907
85718,2021,99697
85719,2021,35985
85721,2021,-666666666
85724,2021,-666666666
85730,2021,55295
85735,2021,63497
85737,2021,92868
85739,2021,72819
85741,2021,63660
85742,2021,83057
85743,2021,76706
85745,2021,58396
85746,2021,59097
85747,2021,98682
85748,2021,84345
85749,2021,99715
85750,2021,89808
85755,2021,98196
85756,2021,58885
85757,2021,64400
19087,2022,161554
19102,2022,108350
19103,2022,93740
19104,2022,33766
19106,2022,128173
19107,2022,67690
19111,2022,57853
19112,2022,-666666666
19113,2022,-666666666
19114,2022,77737
19115,2022,67050
19116,2022,64788
19118,2022,100386
19119,2022,80519
19120,2022,46505
19121,2022,35671
19122,2022,54083
19123,2022,91092
19124,2022,44683
19125,2022,101250
19126,2022,58995
19127,2022,109250
19128,2022,88261
19129,2022,79591
19130,2022,102279
19131,2022,45434
19132,2022,28287
19133,2022,30981
19134,2022,39412
19135,2022,50000
19136,2022,64950
19137,2022,57259
19138,2022,48091
19139,2022,36730
19140,2022,30946
19141,2022,37053
19142,2022,40723
19143,2022,41764
19144,2022,41078
19145,2022,68185
19146,2022,93588
19147,2022,105233
19148,2022,71533
19149,2022,53562
19150,2022,59544
19151,2022,53328
19152,2022,61075
19153,2022,53029
19154,2022,89078
19454,2022,109579
20781,2022,89281
28801,2022,46496
32246,2022,74401
32709,2022,92550
33511,2022,70696
33545,2022,100031
33556,2022,142738
33559,2022,81715
33602,2022,88878
33603,2022,60324
33604,2022,51918
33605,2022,32381
33606,2022,106640
33607,2022,57581
33609,2022,105761
33610,2022,47591
33611,2022,75718
33612,2022,41984
33613,2022,41841
33614,2022,50168
33615,2022,61761
33616,2022,78176
33617,2022,45719
33618,2022,74016
33619,2022,55610
33620,2022,-666666666
33621,2022,93393
33624,2022,81241
33625,2022,80681
33626,2022,120240
33629,2022,152044
33634,2022,64830
33635,2022,80653
33637,2022,55748
33647,2022,103918
33705,2022,68821
33763,2022,50295
34677,2022,83034
37013,2022,67270
37026,2022,40189
37027,2022,148564
37067,2022,105403
37072,2022,72370
37076,2022,68894
37115,2022,55313
37135,2022,140024
37138,2022,87465
37189,2022,88804
37201,2022,106460
37203,2022,63834
37204,2022,104987
37205,2022,136100
37206,2022,80915
37207,2022,59973
37208,2022,59050
37209,2022,68898
37210,2022,41736
37211,2022,64856
37212,2022,83458
37213,2022,-666666666
37214,2022,71582
37215,2022,148074
37216,2022,74693
37217,2022,57084
37218,2022,55813
37219,2022,96776
37220,2022,150132
37221,2022,96623
37228,2022,65930
37232,2022,-666666666
37238,2022,-666666666
46032,2022,121496
46033,2022,147998
46037,2022,132272
46077,2022,154324
46112,2022,106043
46113,2022,86407
46128,2022,89148
46142,2022,78365
46143,2022,84766
46201,2022,38848
46202,2022,59578
46203,2022,51050
46204,2022,84735
46205,2022,63161
46206,2022,-666666666
46208,2022,46693
46214,2022,53970
46216,2022,58009
46217,2022,85440
46218,2022,32772
46219,2022,53727
46220,2022,93595
46221,2022,57379
46222,2022,43552
46224,2022,49950
46225,2022,44961
46226,2022,43371
46227,2022,49032
46228,2022,85272
46229,2022,63857
46231,2022,73087
46234,2022,85108
46235,2022,53262
46236,2022,107469
46237,2022,75318
46239,2022,89832
46240,2022,63317
46241,2022,47929
46250,2022,65869
46254,2022,54562
46256,2022,83330
46259,2022,123173
46260,2022,66330
46268,2022,57683
46278,2022,148227
46280,2022,80267
46290,2022,-666666666
85641,2022,114201
85701,2022,52639
85704,2022,73268
85705,2022,33941
85706,2022,46532
85707,2022,-666666666
85710,2022,52299
85711,2022,50227
85712,2022,45254
85713,2022,47708
85714,2022,45543
85715,2022,80171
85716,2022,47568
85718,2022,107142
85719,2022,39144
85721,2022,-666666666
85724,2022,-666666666
85730,2022,58609
85735,2022,68193
85737,2022,101165
85739,2022,80327
85741,2022,68395
85742,2022,92627
85743,2022,86584
85745,2022,63687
85746,2022,65611
85747,2022,104855
85748,2022,90448
85749,2022,108223
85750,2022,97140
85755,2022,107350
85756,2022,62699
85757,2022,72426
19087,2023,165451
19102,2023,114844
19103,2023,97940
19104,2023,39526
19106,2023,129779
19107,2023,70382
19111,2023,60441
19112,2023,-666666666
19113,2023,-666666666
19114,2023,76076
19115,2023,70388
19116,2023,67558
19118,2023,105667
19119,2023,81609
19120,2023,51993
19121,2023,36208
19122,2023,57785
19123,2023,95872
19124,2023,46100
19125,2023,110842
19126,2023,52847
19127,2023,99792
19128,2023,89639
19129,2023,77225
19130,2023,110436
19131,2023,46057
19132,2023,30974
19133,2023,31756
19134,2023,41849
19135,2023,51817
19136,2023,65499
19137,2023,64401
19138,2023,51586
19139,2023,38701
19140,2023,33149
19141,2023,42461
19142,2023,42812
19143,2023,47964
19144,2023,45727
19145,2023,70374
19146,2023,99702
19147,2023,104190
19148,2023,80469
19149,2023,54679
19150,2023,61257
19151,2023,58046
19152,2023,57966
19153,2023,53434
19154,2023,93479
19454,2023,114323
20781,2023,91037
28801,2023,51125
32246,2023,78506
32709,2023,83015
33511,2023,77383
33545,2023,108835
33556,2023,151034
33559,2023,78264
33602,2023,88569
33603,2023,64632
33604,2023,55988
33605,2023,36790
33606,2023,113634
33607,2023,66404
33609,2023,105083
33610,2023,49765
33611,2023,82804
33612,2023,43919
33613,2023,44642
33614,2023,51143
33615,2023,66257
33616,2023,88971
33617,2023,48651
33618,2023,79850
33619,2023,63193
33620,2023,-666666666
33621,2023,117880
33624,2023,81039
33625,2023,83907
33626,2023,123580
33629,2023,158337
33634,2023,69185
33635,2023,83843
33637,2023,60526
33647,2023,104775
33705,2023,70783
33763,2023,53552
34677,2023,85389
37013,2023,72233
37026,2023,41881
37027,2023,156002
37067,2023,110202
37072,2023,75514
37076,2023,74555
37115,2023,53034
37135,2023,146028
37138,2023,87450
37189,2023,93577
37201,2023,88438
37203,2023,69671
37204,2023,109341
37205,2023,133068
37206,2023,88605
37207,2023,60102
37208,2023,62682
37209,2023,75810
37210,2023,43343
37211,2023,69936
37212,2023,86461
37213,2023,-666666666
37214,2023,71969
37215,2023,151156
37216,2023,82134
37217,2023,61529
37218,2023,59073
37219,2023,104199
37220,2023,156227
37221,2023,99083
37228,2023,73708
37232,2023,-666666666
37238,2023,-666666666
46032,2023,123438
46033,2023,150529
46037,2023,137969
46077,2023,160868
46112,2023,113293
46113,2023,85510
46128,2023,85250
46142,2023,85611
46143,2023,89401
46201,2023,43183
46202,2023,61082
46203,2023,55375
46204,2023,88081
46205,2023,65756
46206,2023,-666666666
46208,2023,55435
46214,2023,58863
46216,2023,56838
46217,2023,88326
46218,2023,34635
46219,2023,57811
46220,2023,103735
46221,2023,58316
46222,2023,45198
46224,2023,53731
46225,2023,47917
46226,2023,47086
46227,2023,50993
46228,2023,95574
46229,2023,62982
46231,2023,76823
46234,2023,83137
46235,2023,56160
46236,2023,117530
46237,2023,76676
46239,2023,92160
46240,2023,70728
46241,2023,51598
46250,2023,69591
46254,2023,57825
46256,2023,86529
46259,2023,129615
46260,2023,70642
46268,2023,63322
46278,2023,153930
46280,2023,84561
46290,2023,-666666666
85641,2023,121647
85701,2023,52672
85704,2023,76915
85705,2023,36606
85706,2023,49072
85707,2023,-666666666
85710,2023,54738
85711,2023,52358
85712,2023,48185
85713,2023,50264
85714,2023,47093
85715,2023,82651
85716,2023,47009
85718,2023,112664
85719,2023,41086
85721,2023,-666666666
85724,2023,-666666666
85730,2023,60849
85735,2023,71250
85737,2023,106812
85739,2023,84863
85741,2023,71812
85742,2023,96550
85743,2023,89484
85745,2023,68608
85746,2023,68506
85747,2023,107290
85748,2023,93241
85749,2023,108444
85750,2023,100146
85755,2023,109368
85756,2023,67617
85757,2023,83741
19087,2024,171179
19102,2024,102093
19103,2024,99644
19104,2024,38814
19106,2024,121047
19107,2024,69105
19111,2024,61138
19112,2024,-666666666
19113,2024,-666666666
19114,2024,77708
19115,2024,70054
19116,2024,67535
19118,2024,109649
19119,2024,92651
19120,2024,54000
19121,2024,38516
19122,2024,63676
19123,2024,102106
19124,2024,45314
19125,2024,109554
19126,2024,53176
19127,2024,102106
19128,2024,93173
19129,2024,80606
19130,2024,112037
19131,2024,48393
19132,2024,32823
19133,2024,31034
19134,2024,44066
19135,2024,53138
19136,2024,56687
19137,2024,76739
19138,2024,57744
19139,2024,40947
19140,2024,36226
19141,2024,43998
19142,2024,38376
19143,2024,43244
19144,2024,53161
19145,2024,71965
19146,2024,103059
19147,2024,105755
19148,2024,82605
19149,2024,58496
19150,2024,66936
19151,2024,54634
19152,2024,59408
19153,2024,55213
19154,2024,95027
19454,2024,118177
20781,2024,86018
28801,2024,58438
32246,2024,80963
32709,2024,73224
33511,2024,81301
33545,2024,118889
33556,2024,149722
33559,2024,80185
33602,2024,97320
33603,2024,74081
33604,2024,58766
33605,2024,36975
33606,2024,120729
33607,2024,69694
33609,2024,115844
33610,2024,54209
33611,2024,90910
33612,2024,47199
33613,2024,44032
33614,2024,50232
33615,2024,69274
33616,2024,93210
33617,2024,50948
33618,2024,84788
33619,2024,66134
33620,2024,-666666666
33621,2024,107188
33624,2024,87760
33625,2024,93133
33626,2024,127118
33629,2024,164355
33634,2024,74291
33635,2024,86894
33637,2024,63323
33647,2024,109285
33705,2024,73027
33763,2024,54794
34677,2024,93474
37013,2024,72755
37026,2024,43005
37027,2024,154578
37067,2024,111759
37072,2024,78123
37076,2024,74663
37115,2024,54566
37135,2024,148819
37138,2024,85149
37189,2024,87047
37201,2024,114229
37203,2024,71281
37204,2024,109580
37205,2024,139152
37206,2024,96169
37207,2024,61744
37208,2024,65556
37209,2024,81423
37210,2024,50284
37211,2024,71399
37212,2024,95145
37213,2024,-666666666
37214,2024,72012
37215,2024,155863
37216,2024,86701
37217,2024,62796
37218,2024,61919
37219,2024,105476
37220,2024,180417
37221,2024,97751
37228,2024,60378
37232,2024,-666666666
37238,2024,-666666666
46032,2024,132085
46033,2024,153143
46037,2024,141810
46077,2024,177679
46112,2024,112565
46113,2024,84463
46128,2024,86466
46142,2024,89001
46143,2024,91496
46201,2024,49195
46202,2024,63506
46203,2024,57393
46204,2024,86396
46205,2024,72417
46206,2024,-666666666
46208,2024,60062
46214,2024,59178
46216,2024,53161
46217,2024,92029
46218,2024,38063
46219,2024,60803
46220,2024,108050
46221,2024,65280
46222,2024,50783
46224,2024,55986
46225,2024,55190
46226,2024,50325
46227,2024,53629
46228,2024,91156
46229,2024,61388
46231,2024,71825
46234,2024,83190
46235,2024,58951
46236,2024,115664
46237,2024,79078
46239,2024,100331
46240,2024,75156
46241,2024,53653
46250,2024,67328
46254,2024,60287
46256,2024,93847
46259,2024,129345
46260,2024,72504
46268,2024,68631
46278,2024,158648
46280,2024,91152
46290,2024,-666666666
85641,2024,131164
85701,2024,51794
85704,2024,81696
85705,2024,37194
85706,2024,50248
85707,2024,-666666666
85710,2024,57175
85711,2024,56121
85712,2024,50625
85713,2024,53152
85714,2024,55000
85715,2024,85069
85716,2024,49061
85718,2024,114892
85719,2024,42241
85721,2024,-666666666
85724,2024,-666666666
85730,2024,62090
85735,2024,74158
85737,2024,107348
85739,2024,81711
85741,2024,76271
85742,2024,98844
85743,2024,90093
85745,2024,71348
85746,2024,68903
85747,2024,110816
85748,2024,95750
85749,2024,109219
85750,2024,102836
85755,2024,113831
85756,2024,72490
85757,2024,83219
